"如何透過交易系統全額線上預繳股票? 交割銀行若為中國信託，請您至臨櫃簽署「預收款轉撥同意書」，簽署完成後即可進行線上預繳。
請登入各交易平台的「E服務」>全額線上預繳，操作說明如下：
1.e 統金：首頁 >主選單【E服務】>全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
2.金贏島：點選左下方選單【交易/帳務】>統合e網 >點選下拉選單內的【E服務】>查詢 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
3.e指發APP(舊版)：首頁 >【統一專區】>E服務 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
4.e指發APP(新版)：首頁 >功能總覽> 交易類「 全額預繳」 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
※可執行全額預繳時間：交易日8:00-14:30。",,,
什麼是外銷股? 外銷股就是該公司產品是以出口為導向的類股_以台灣來講出口旺盛的產業像是電子業、紡織業、海運業、自行車、機電類、機械類等類股。,,,
什麼是權值股? 權值股就是指個股佔指數比例較大,也就是股價漲跌對大盤指數影響較大的個股,像台積電、鴻海,或中華電信等。
什麼是牛皮股? 牛皮股就是指發行的流通在外股數很多,股價不易有大幅波動的股票。,,
"如何進入統一投顧官網? 請點選下方連結進入「統一投顧官網」
https://www.pscnet.com.tw/pscnetInvestmentAdvisor/index.do",,,
"如何進入統一投顧VIP網站? 統一投顧VIP網站
https://pcmc.pscnet.com.tw/new/login.html?_t=fth64gu74f365yg",,,
"什麼是ETF? etf中文稱為「指數股票型基金」,是一種由投信公司發行,追蹤、模擬或複製標的指數之績效表現,在證券交易所上市交易的開放式基金。 ETF兼具開放式基金及股票之特色,上市後可於初級市場進行申購或買回,亦可於次級市場盤中交易時間隨時向證券商下單買賣。
相關介紹請參閱：https://accessibility.twse.com.tw/zh/products/ETF/intro.html",,,
"什麼是個股? 請至統一投顧VIP網站：
 https://pcmc.pscnet.com.tw/new/login.html?_t=fth64gu74f365yg",,,
如何加入統一投顧會員? 相關會員服務內容,請於週一至週五 8:30~16:30洽統一投顧(02)2748-8399#3308或至(舊版)e指發/統一專區/投顧/會員好康,(新版)e指發/投顧好康,
"如何看盤勢? 請至投顧行情教室：
 https://www.pscnet.com.tw/pscnetInvestmentAdvisor/quotesClassroom/list.do",,,
"如何看籌碼? 請至統一投顧LINE@ >台股盤勢 >盤後資訊或至 法人最近買賣甚麼及籌碼追蹤報
 https://www.pscnet.com.tw/pscnetInvestmentAdvisor/legalPerson/list.do/",,,
"如何查國際股市? 請至雷達站/國際股市一覽表：
 https://www.pscnet.com.tw/pscnetInvestmentAdvisor/internationalStock/list.do ",,,
"如何查詢盤前戰報、晨訊報導、盤勢教戰守則? 請至統e搶先報：
 https://pcmc.pscnet.com.tw/epaper/uni-epaper-view.php",,,
"如何查詢fed資訊? 請至FED資訊或e指發新版>鮑爾洩天機：
 https://pcmc.pscnet.com.tw/fed/fed_list.php",,,
"如何查詢短沖精選? 請至短沖精選：
 https://www.pscnet.com.tw/pscnetInvestmentAdvisor/selectStock/list.do",,,
"如何成為統一投顧會員? 1.請至統一投顧官網 >我想加入會員
2.e指發(舊版)：統一專區 >投顧 >線上簽署 >填寫相關資料
3.e指發(新版)：我的 >線上簽署 >投顧簽署",,,
"如何查詢股票的研究報告? 請至統一投顧VIP網站或e指發新版>研究報告：
 https://pcmc.pscnet.com.tw/new/login.html",,,
股東是否可以用通訊方式向公司辦理基本資料（如通訊、戶籍地址或留存印鑑式樣）變更？ 可以，但應以書面向公司辦理變更，並在書面文件上簽蓋留存公司之簽名式或印鑑。,,,
公司因合併、減資、全面換票等而以無實體發行新股時，其舊股票要怎麼辦？ 公司應將舊實體證券收回截角作廢，而截角作廢的股票，自股東申請辦理後得僅保存1年。,,,
股東如為大陸、香港、澳門地區人民、華僑或外國人，統一編號要如何填寫？ 大陸、香港、澳門地區人民、華僑及外國人之統一編號，其為自然人者，以內政部入出國及移民署所配賦之統一證號為準，未取得統一證號者，依財政部規定編配相關證號之方式編列；其為法人者，以稅捐單位發給之扣繳單位統一編號為準。,,,
投資人同時持有數家公司股票欲辦理通訊地址異動，應向證券集中保管事業或證券商或發行公司辦理較為便捷？ 每遇發行公司有停止過戶，證券集中保管事業將股票所有人名冊媒體資料送交發行公司時，會提供投資人之最新通訊地址供發行公司與其股東名簿留存之地址比對，發行公司再以最新異動之地址為準，寄發權利分配之通知予股東。故投資人同時持有數家公司股票欲辦理通訊地址變更，可逕向其往來之證券商辦理，較為便捷。,,,
未成年股東因尚未達應申請國民身分證之年齡，其辦理股務事項時應檢附何種文件？ 本國股東為未滿14歲之未成年人且尚未申請國民身分證者，可以檢附詳細記事之戶口名簿或其他有相同效力之證明文件替代國民身分證，辦理股務相關事務。,,,
更換股東印鑑時，應該如何辦理？ 股東若想將留存印鑑更換新印鑑或更換為簽名式，應洽發行公司股務單位填寫更換印鑑申請書，填明加蓋舊印鑑的股票號碼和股數，並留存新舊印鑑或簽名式，連同新的印鑑卡及股票，送交公司辦理登記，辦妥登記後次日生效。,,,
股東印鑑遺失或毀損時，應該如何辦理？ 向發行公司的股務單位填寫印鑑掛失（毀損）申請書，並填明加蓋舊印鑑的股票號碼和股數，連同身分證明文件及其影本、新的印鑑卡及股票，由本人送交公司辦理登記，經查核認可後更換新印鑑或留存簽名式，辦妥登記後次日生效，如果有必要可在申請書上聲明當日生效，可於辦理印鑑掛失或毀損當日生效使用。,,,
不屬於公司組織的法人股東，印鑑掛失應如何辦理? 依照股務處理準則第22條規定辦理掛失手續，致因不屬於公司致無法檢附公司變更登記證明文件部份，可檢附依其主管機關所核發之登記證明。,,,
股東戶名變更，要辦理什麼手續？ 應填具變更戶名申請書，填明持有股票詳細字號及股份，並留存新印鑑或簽名式，連同新印鑑卡、持有股票、變更戶名之證明文件、身分證明文件及其影本，由本人送交公司登記，辦妥登記後，除聲明當日生效者外，於次日生效。,,,
股東更名，辦理印鑑變更者，是否須檢附印鑑證明書？若用郵寄方式辦理印鑑更換，是否須檢附身分證正本？ 股東因更名辦理印鑑變更，並未規定須檢附戶政機關核發之印鑑證明書，以郵寄方式辦理者，應檢附身分證正本或戶政事務所發給之印鑑證明書。,,,
上市股票辦理私人間買賣，可否超過1個成交單位？ 依證券交易法第150條暨股務處理準則第29條之規定，上市股票私人間之直接讓受，其數量不超過該證券1個成交單位；前後兩次之讓受行為，相隔不少於3個月。,,,
"上市公司股票，私人間之直接讓受，所定之前後兩次受讓行為相隔不少於3個月，要怎麼計算？ 1. 私人間之直接出讓與受讓行為，應各算一次。
2. 讓受行為之起算，應以讓受行為之日為準，無法證明時，以受讓人向公司申請變更股東名簿記載之日為準；惟於同一日內出讓或受讓同一證券，其
累計數量不超過一個成交單位者，得作一次計算。",,,
"繼承人辦理股票繼承時，應檢附哪些文件？ 由繼承人填具過戶申請書在股票背面受讓人欄簽(蓋) 原存簽名式或印鑑，並檢附下列文件：
1. 繼承系統表。
2. 股票繼承人詳細記事之戶口名簿影本或其他有相同效力之證明文件。
3. 本國繼承人其國民身分證或戶政事務所發給之印鑑證明書（繼承人為未成年人時，應加法定代理人之國民身分證或戶政事務所發給之印鑑證明書）。
4. 繼承人有數人時，其應繼分依民法繼承編應繼分規定分配者，填具全部繼承人股份分配同意書；由法院裁判者，檢附法院裁判書。
5. 依遺產及贈與稅法第 41 條規定核發之遺產稅完稅或免稅證明書。",,,
"辦理繼承過戶時，繼承人如有數人，請問須要檢附幾位繼承人的詳細記事之戶口名簿影本或其他有相同效力之證明文件，另外屬於被繼承人的股票由繼承人其中1人單獨受讓股票時，可否僅檢附該繼承人的詳細記事之戶口名簿影本或其他有相同效力之證明文件？ 1. 如所有繼承人均有繼承該種股票時，應提供全部繼承人的詳細記事之戶口名簿影本或其他有相同效力之證明文件；例如：繼承人甲、乙、丙、丁 4人均為合於民法規定之繼承，且均繼承 A 公司的股票，於辦理繼承過戶時，甲、乙、丙、丁 4 人的詳細記事之戶口名簿影本或其他有相同效力之證明文件均應檢附給A公司。
2. 如僅有1人繼承該種股票時，僅檢附該繼承人的詳細記事之戶口名簿影本或其他有相同效力之證明文件；例如：甲、乙、丙、丁 4 人均為合於民法
規定之繼承人，但經協議只有繼承人甲1人繼承A公司的股票，則僅需檢附甲的詳細記事 之戶口名簿影本或其他有相同效力之證明文件辦理繼承過戶。",,,
"被繼承人死亡後，其遺產中之股票尚未辦理繼承登記，於繼承事實發生後所配發之股利，可不可以免檢具依遺產及贈與稅法第41條規定核發之遺產稅完稅或免稅證明書，由繼承人行辦理過戶登記及領取？如果可以辦理者，繼承人應備書件為何？ 1. 可以，依財政部賦稅署98年3月25日台稅三發字第09804024590號函釋，有關被繼承人死亡之遺產股票尚未辦理繼承登記，於繼承事實發生後配發之股票股利，依財政部67年10月5日台財稅第36761號函規定，屬繼承人所有，得由繼承人先行辦理過戶登記及領取，免依遺產及贈與稅法第42條規定辦理。
2. 繼承人欲辦理上述股票過戶登記及領取時，其應備書件如下：
（1）繼承系統表。
（2）被繼承人詳細記事之戶口名簿影本或其他有相同效力之證明文件或死亡證明，以及各繼承人詳細記事之戶口名簿影本或其他有相同效力之證明文件。
（3）繼承人有數人時，其股利分配同意書。
（4）本國繼承人其國民身分證或戶政機關發給之印鑑證明書；外國繼承人其居留證、護照或經當地國我駐外單位驗證或由當地法院或政府機構出具證明或經當地國法定公證機關驗證之身分證明文件。
（5）切結書。",,,
"有關被繼承人之股票遺失，繼承人是否得先行辦理繼承過戶再辦理股票掛失，亦或應先完成掛失補發程序後再辦理繼承過戶？ 1. 依股務處理準則第24條第1項第2款之規定，繼承人辦理繼承過戶時，需在股票背面受讓人欄簽名或蓋章，以完成股票背書轉讓，如繼承人未先辦理掛失取得補發股票，則無法完成背書轉讓之作業程序；另被繼承人有可能已將股票轉讓給他人，倘先讓繼承人辦理過戶登記，恐影響善意第三人權益，並造成股務單位後續作業之困擾，故應由繼承人先辦理掛失補發程序後，再辦理繼承過戶作業。
2. 繼承人欲辦理上述股票掛失補發程序時，除依股務處理準則第40條規定辦理外，應另備以下書件：
（1）繼承系統表。
（2）被繼承人詳細記事之戶口名簿影本或其他有相同效力之證明文件或死亡證明，以及各繼承人詳細記事之戶口名簿影本或其他有相同效力之證明文件。
（3）本國繼承人其國民身分證或戶政機關發給之印鑑證明書；外國繼承人其居留證、護照或經當地國我駐外單位驗證或由當地法院或政府機構出具證明或經當地國法定公證機關驗證之身分證明文件。
（4）遺產稅完稅或免稅證明書（或切結書）。
（5）繼承人有數人時，應同時辦理或檢具推定一人行使股東權益之同意書。",,,
"依公司法第131條規定，股東以股票作價投資成立公司，將股票過戶登記至該投資公司，此非屬有價證券之買賣，免課徵證券交易稅，但辦理過戶登記時，應檢附什麼文件？ 依經濟部94年9月13日研商「公司法及公司登記疑義會議」之決議，公司發起設立時，發起人以股票作價抵繳股款，應完成股票移轉後，始得申請公司設立登記，並應依公司法第164條及第165條規定辦理，以「○○公司籌備處代表人○○○」名義記載於股票背面及股東名簿。故應檢附發起設立公司出具同意以股票抵繳股款之證明文件辦理過戶登記。
例如：A公司發起設立時，發起人張三以持有之B公司股票作價抵繳股款，A公司應檢附該公司出具之股票抵繳股款同意書及股票、過戶申請書，至B公司股務單位辦理過戶，將發起人張三抵繳股款之股票轉讓過戶至A公司名下，並以「A公司籌備處代表人○○○」名義記載於股票背面及股東名簿。",,,
"股票設定質權時，約定孳息由質權人領取時，公司應如何辦理股利發放？ 1. 股票設定質權時，約定孳息由質權人領取者，遇股利發放時，現金股利可由質權人逕自領取；配發股票股利時，實體股票則仍應記載股東（出質人）姓名，由質權人領取，若公司採無實體發行者，則應將出質人股份交付至「登錄專戶」下股東（出質人）之「代保管明細」中控管 。
2. 質權人得向公司申請將前款設定質權有價證券之股票股利由「登錄專戶」下股東（出質人）之「代保管明細」撥入質權人之參加人「保管劃撥帳戶」之「設質帳」續充設質標的。申請時，質權人應填具「登錄專戶設質孳息轉帳申請書」，於申請書簽蓋集保帳戶原留印鑑，並檢附印鑑核驗證明向股務單位辦理。
3. 質權人欲轉讓其所領取之孳息股票 （實體股票 ），應先取得出質人之背書得辦理。如未能取得出質人之背書則仍可依民法第 892 條、第 893 條規定處理。",,,
